"ID","code_country","code_plot","latitude","longitude","lat","lon"
7627,53,3188,520000,213000,NA,NA
7628,53,3189,515800,214400,NA,NA
7629,53,3190,515200,223800,NA,NA
7630,53,3191,523800,143300,NA,NA
7631,53,3192,523300,161200,NA,NA
7632,53,3193,522300,184600,NA,NA
7633,53,3194,520800,213200,NA,NA
7634,53,3195,520700,214600,NA,NA
7635,53,3196,520500,220000,NA,NA
7636,53,3197,520100,224000,NA,NA
7637,53,3198,515900,225400,NA,NA
7638,53,3199,515800,230800,NA,NA
7639,53,3200,515600,232100,NA,NA
7640,53,3201,524700,142000,NA,NA
7641,53,3202,524600,144900,NA,NA
7642,53,3203,524300,154500,NA,NA
7643,53,3204,524200,155900,NA,NA
7644,53,3205,524000,164200,NA,NA
7645,53,3206,523800,171000,NA,NA
7646,53,3207,523600,173800,NA,NA
7647,53,3208,523400,180600,NA,NA
7648,53,3210,521100,222900,NA,NA
7649,53,3212,525500,143500,NA,NA
7650,53,3213,525300,151800,NA,NA
7651,53,3214,525200,154600,NA,NA
7652,53,3215,524100,183600,NA,NA
7653,53,3217,522800,210900,NA,NA
7654,53,3218,525900,160200,NA,NA
7655,53,3220,525700,164400,NA,NA
7656,53,3221,524700,190600,NA,NA
7657,53,3222,524600,191900,NA,NA
7658,53,3223,523200,215300,NA,NA
7659,53,3224,523100,220700,NA,NA
7660,53,3225,522500,230200,NA,NA
7661,53,3226,531100,145200,NA,NA
7662,53,3228,530800,160300,NA,NA
7663,53,3229,530700,161700,NA,NA
7664,53,3230,530200,174300,NA,NA
7665,53,3231,530000,181100,NA,NA
7666,53,3232,525800,183900,NA,NA
7667,53,3233,525400,193500,NA,NA
7668,53,3234,524600,210000,NA,NA
7669,53,3235,524200,214100,NA,NA
7670,53,3236,523900,220900,NA,NA
7671,53,3237,523800,222300,NA,NA
7672,53,3238,523400,225000,NA,NA
7673,53,3239,532100,143800,NA,NA
7674,53,3240,531900,152100,NA,NA
7675,53,3241,531800,153600,NA,NA
7676,53,3242,531600,161900,NA,NA
7677,53,3243,531400,164700,NA,NA
7678,53,3244,531000,175800,NA,NA
7679,53,3245,530500,185500,NA,NA
7680,53,3246,530200,193700,NA,NA
7681,53,3247,525300,211600,NA,NA
7682,53,3248,525200,213000,NA,NA
7683,53,3249,524900,215800,NA,NA
7684,53,3250,523800,233400,NA,NA
7685,53,3251,532900,145400,NA,NA
7686,53,3252,532600,155100,NA,NA
7687,53,3253,532400,162000,NA,NA
7688,53,3254,532400,163400,NA,NA
7689,53,3255,532300,164900,NA,NA
7690,53,3256,532200,170300,NA,NA
7691,53,3257,532000,173200,NA,NA
7692,53,3258,531100,193900,NA,NA
7693,53,3259,530400,205000,NA,NA
7694,53,3260,530300,210400,NA,NA
7695,53,3261,530000,213200,NA,NA
7696,53,3262,525700,220000,NA,NA
7697,53,3263,525400,222800,NA,NA
7698,53,3264,525300,224200,NA,NA
7699,53,3265,525100,225600,NA,NA
7700,53,3266,524600,233700,NA,NA
7701,53,3267,524500,235100,NA,NA
7702,53,3268,533800,142600,NA,NA
7703,53,3269,533500,153800,NA,NA
7704,53,3270,533400,160700,NA,NA
7705,53,3271,533200,163600,NA,NA
7706,53,3272,532600,181600,NA,NA
7707,53,3273,532400,184400,NA,NA
7708,53,3274,532000,192700,NA,NA
7709,53,3275,531700,201000,NA,NA
7710,53,3276,531100,210600,NA,NA
7711,53,3277,530900,213400,NA,NA
7712,53,3278,530700,214800,NA,NA
7713,53,3279,530300,223000,NA,NA
7714,53,3280,525700,232600,NA,NA
7715,53,3281,525500,234000,NA,NA
7716,53,3282,525300,235400,NA,NA
7717,53,3283,534600,144100,NA,NA
7718,53,3284,534600,145600,NA,NA
7719,53,3285,534400,153900,NA,NA
7720,53,3286,534200,160800,NA,NA
7721,53,3287,534000,165100,NA,NA
7722,53,3288,533900,170600,NA,NA
7723,53,3289,533600,174900,NA,NA
7724,53,3291,533400,181800,NA,NA
7725,53,3292,532300,204000,NA,NA
7726,53,3293,532100,205400,NA,NA
7727,53,3294,531800,212300,NA,NA
7728,53,3295,531700,213700,NA,NA
7729,53,3296,531300,221900,NA,NA
7730,53,3297,531100,223300,NA,NA
7731,53,3298,530800,230100,NA,NA
7732,53,3299,530700,231500,NA,NA
7733,53,3300,530300,234300,NA,NA
7734,53,3301,535600,142800,NA,NA
7735,53,3302,534900,163900,NA,NA
7736,53,3303,534800,170700,NA,NA
7737,53,3304,534700,172200,NA,NA
7738,53,3305,534600,173600,NA,NA
7739,53,3306,534500,175100,NA,NA
7740,53,3307,534300,181900,NA,NA
7741,53,3308,533200,202800,NA,NA
7742,53,3309,533000,205700,NA,NA
7743,53,3310,532700,212500,NA,NA
7744,53,3311,532000,223500,NA,NA
7745,53,3312,531800,224900,NA,NA
7746,53,3313,531500,231700,NA,NA
7747,53,3314,531300,233100,NA,NA
7748,53,3315,531200,234500,NA,NA
7749,53,3316,535900,161100,NA,NA
7750,53,3317,535900,162500,NA,NA
7751,53,3318,535600,170900,NA,NA
7752,53,3319,535500,172300,NA,NA
7753,53,3320,535400,173800,NA,NA
7754,53,3321,535100,182100,NA,NA
7755,53,3322,535000,183600,NA,NA
7756,53,3323,534500,194700,NA,NA
7757,53,3324,534300,200200,NA,NA
7758,53,3325,534200,201600,NA,NA
7759,53,3326,533700,211300,NA,NA
7760,53,3327,533500,212700,NA,NA
7761,53,3328,533400,214100,NA,NA
7762,53,3329,533300,215600,NA,NA
7763,53,3330,533000,222400,NA,NA
7764,53,3331,532800,223800,NA,NA
7765,53,3332,532600,225200,NA,NA
7766,53,3333,541000,154300,NA,NA
7767,53,3334,540900,155700,NA,NA
7768,53,3335,540700,162700,NA,NA
7769,53,3336,540600,165600,NA,NA
7770,53,3337,540300,173900,NA,NA
7771,53,3338,535100,201800,NA,NA
7772,53,3339,534900,203300,NA,NA
7773,53,3340,534800,204700,NA,NA
7774,53,3341,534400,213000,NA,NA
7775,53,3342,534100,215800,NA,NA
7776,53,3343,533900,221200,NA,NA
7777,53,3344,533600,224100,NA,NA
7778,53,3345,533300,230900,NA,NA
7779,53,3346,533000,233700,NA,NA
7780,53,3347,541200,172600,NA,NA
7781,53,3348,541000,175600,NA,NA
7782,53,3349,535500,210300,NA,NA
7783,53,3350,535200,213200,NA,NA
7784,53,3351,535100,214600,NA,NA
7785,53,3352,534200,231200,NA,NA
7786,53,3353,542200,171300,NA,NA
7787,53,3354,542100,172800,NA,NA
7788,53,3355,541800,181200,NA,NA
7789,53,3356,541700,182700,NA,NA
7790,53,3357,541200,192500,NA,NA
7791,53,3358,540900,200800,NA,NA
7792,53,3359,540600,203700,NA,NA
7793,53,3360,540500,205100,NA,NA
7794,53,3361,535800,220300,NA,NA
7795,53,3362,535200,230000,NA,NA
7796,53,3363,535000,231400,NA,NA
7797,53,3364,543100,170000,NA,NA
7798,53,3366,542700,175900,NA,NA
7799,53,3367,541700,201000,NA,NA
7800,53,3368,541300,205400,NA,NA
7801,53,3369,540600,220600,NA,NA
7802,53,3370,540200,224900,NA,NA
7803,53,3371,543700,174600,NA,NA
7804,53,3372,543600,180100,NA,NA
7805,53,3373,543500,181500,NA,NA
7806,53,3374,543400,183000,NA,NA
7807,53,3375,541500,220800,NA,NA
7808,53,3376,544300,181700,NA,NA
7809,53,3377,490800,223400,NA,NA
7810,53,3381,494300,223000,NA,NA
7811,53,3382,500300,204700,NA,NA
7812,53,3390,504000,201500,NA,NA
7813,53,3391,505600,203200,NA,NA
7814,53,3395,513100,163100,NA,NA
7815,53,3396,512600,175300,NA,NA
7816,53,3399,514400,152300,NA,NA
7817,53,3400,513500,175500,NA,NA
7818,53,3401,511600,213200,NA,NA
7819,53,3403,514900,163400,NA,NA
7820,53,3405,513900,185100,NA,NA
7821,53,3410,514300,194800,NA,NA
7822,53,3414,520400,170400,NA,NA
7823,53,1,541900,223400,NA,NA
7824,53,2,541700,225900,NA,NA
7825,53,3,544400,181200,NA,NA
7826,53,9,541800,221200,NA,NA
7827,53,16,543600,181700,NA,NA
7828,53,17,543800,180300,NA,NA
7829,53,21,541200,205000,NA,NA
7830,53,26,541100,213900,NA,NA
7831,53,29,542200,195600,NA,NA
7832,53,31,541900,194300,NA,NA
7833,53,33,540600,223200,NA,NA
7834,53,35,535900,230300,NA,NA
7835,53,37,542400,183200,NA,NA
7836,53,38,542800,181600,NA,NA
7837,53,39,542600,175600,NA,NA
7838,53,40,542800,174900,NA,NA
7839,53,42,543100,171500,NA,NA
7840,53,44,543000,165000,NA,NA
7841,53,51,540700,201600,NA,NA
7842,53,52,535700,220400,NA,NA
7843,53,55,541100,200300,NA,NA
7844,53,56,535500,223600,NA,NA
7845,53,60,535200,230000,NA,NA
7846,53,62,534800,230900,NA,NA
7847,53,64,534800,233100,NA,NA
7848,53,69,542400,174200,NA,NA
7849,53,70,542400,172700,NA,NA
7850,53,71,542100,171300,NA,NA
7851,53,75,535300,211700,NA,NA
7852,53,76,535300,213500,NA,NA
7853,53,77,535800,211400,NA,NA
7854,53,88,534700,225700,NA,NA
7855,53,96,541100,183000,NA,NA
7856,53,99,541600,174000,NA,NA
7857,53,108,525200,154300,NA,NA
7858,53,109,530700,160200,NA,NA
7859,53,110,534600,152900,NA,NA
7860,53,114,541200,171300,NA,NA
7861,53,120,540900,201000,NA,NA
7862,53,121,535900,192600,NA,NA
7863,53,122,534600,190300,NA,NA
7864,53,123,532700,192600,NA,NA
7865,53,124,535800,192400,NA,NA
7866,53,125,541200,165900,NA,NA
7867,53,126,535600,185800,NA,NA
7868,53,127,534400,212600,NA,NA
7869,53,128,540100,182900,NA,NA
7870,53,129,540000,181400,NA,NA
7871,53,130,540400,175500,NA,NA
7872,53,131,540100,174200,NA,NA
7873,53,132,534200,214100,NA,NA
7874,53,133,535000,210300,NA,NA
7875,53,134,540300,165800,NA,NA
7876,53,135,534000,221300,NA,NA
7877,53,136,540500,162700,NA,NA
7878,53,137,540600,162000,NA,NA
7879,53,138,535200,205000,NA,NA
7880,53,139,535100,203300,NA,NA
7881,53,140,533200,214300,NA,NA
7882,53,142,533700,213000,NA,NA
7883,53,143,533100,231800,NA,NA
7884,53,144,533800,211500,NA,NA
7885,53,148,534000,204500,NA,NA
7886,53,150,534000,203000,NA,NA
7887,53,152,534400,202100,NA,NA
7888,53,153,532400,231900,NA,NA
7889,53,154,534700,195900,NA,NA
7890,53,156,534700,195300,NA,NA
7891,53,158,534100,191900,NA,NA
7892,53,163,535600,180600,NA,NA
7893,53,164,535300,174800,NA,NA
7894,53,165,535100,173500,NA,NA
7895,53,166,535500,172600,NA,NA
7896,53,167,535600,171300,NA,NA
7897,53,169,535500,164300,NA,NA
7898,53,170,540100,162600,NA,NA
7899,53,171,535800,160700,NA,NA
7900,53,182,533000,212700,NA,NA
7901,53,184,532700,211200,NA,NA
7902,53,185,531300,230600,NA,NA
7903,53,186,532800,205200,NA,NA
7904,53,187,531600,231600,NA,NA
7905,53,188,533000,204000,NA,NA
7906,53,189,531300,233100,NA,NA
7907,53,190,533400,203200,NA,NA
7908,53,191,531100,234100,NA,NA
7909,53,192,533100,201300,NA,NA
7910,53,193,533300,195600,NA,NA
7911,53,195,533700,193300,NA,NA
7912,53,198,534000,185400,NA,NA
7913,53,199,534400,183400,NA,NA
7914,53,200,534500,181900,NA,NA
7915,53,216,534600,180500,NA,NA
7916,53,217,534600,174800,NA,NA
7917,53,218,534600,174100,NA,NA
7918,53,219,531700,215100,NA,NA
7919,53,220,534800,170900,NA,NA
7920,53,222,534900,165200,NA,NA
7921,53,223,534700,164100,NA,NA
7922,53,224,534800,161100,NA,NA
7923,53,225,532000,211200,NA,NA
7924,53,226,535400,154700,NA,NA
7925,53,227,532500,205600,NA,NA
7926,53,228,530400,234600,NA,NA
7927,53,229,532100,204300,NA,NA
7928,53,230,532700,203000,NA,NA
7929,53,231,532900,201300,NA,NA
7930,53,237,533400,185000,NA,NA
7931,53,238,533500,182900,NA,NA
7932,53,239,533300,181800,NA,NA
7933,53,244,533900,170800,NA,NA
7934,53,245,534100,165200,NA,NA
7935,53,247,533900,162200,NA,NA
7936,53,248,534200,161200,NA,NA
7937,53,249,534600,155500,NA,NA
7938,53,252,534800,150600,NA,NA
7939,53,253,534600,145700,NA,NA
7940,53,254,534300,144500,NA,NA
7941,53,258,530600,220500,NA,NA
7942,53,260,530900,214700,NA,NA
7943,53,262,531200,213800,NA,NA
7944,53,264,530800,211600,NA,NA
7945,53,265,525500,233700,NA,NA
7946,53,269,531500,204300,NA,NA
7947,53,270,532000,202300,NA,NA
7948,53,272,531900,200300,NA,NA
7949,53,274,532100,192400,NA,NA
7950,53,280,532500,180200,NA,NA
7951,53,285,532800,164800,NA,NA
7952,53,287,533200,162300,NA,NA
7953,53,288,533200,160600,NA,NA
7954,53,293,533700,145200,NA,NA
7955,53,294,533700,144100,NA,NA
7956,53,309,530000,191400,NA,NA
7957,53,311,523100,145700,NA,NA
7958,53,319,520000,171900,NA,NA
7959,53,320,514800,163000,NA,NA
7960,53,321,523800,173900,NA,NA
7961,53,323,515700,171200,NA,NA
7962,53,325,513600,165500,NA,NA
7963,53,327,532300,163300,NA,NA
7964,53,328,532300,162600,NA,NA
7965,53,329,524800,234000,NA,NA
7966,53,330,530200,213400,NA,NA
7967,53,331,530500,211800,NA,NA
7968,53,332,530500,210300,NA,NA
7969,53,333,530900,201400,NA,NA
7970,53,334,532800,145000,NA,NA
7971,53,335,533100,142400,NA,NA
7972,53,336,531300,194200,NA,NA
7973,53,337,531600,175800,NA,NA
7974,53,338,531900,173000,NA,NA
7975,53,339,532100,164600,NA,NA
7976,53,340,523900,233800,NA,NA
7977,53,343,524800,215900,NA,NA
7978,53,345,525400,212800,NA,NA
7979,53,353,530000,193700,NA,NA
7980,53,356,530500,185700,NA,NA
7981,53,359,530700,181500,NA,NA
7982,53,360,531100,175800,NA,NA
7983,53,361,530700,174300,NA,NA
7984,53,365,531400,164700,NA,NA
7985,53,366,531600,163300,NA,NA
7986,53,370,531200,154000,NA,NA
7987,53,374,532000,143800,NA,NA
7988,53,379,523700,223700,NA,NA
7989,53,382,523800,215200,NA,NA
7990,53,383,524000,214200,NA,NA
7991,53,388,525500,202900,NA,NA
7992,53,389,524900,202000,NA,NA
7993,53,396,525700,184000,NA,NA
7994,53,397,530000,182600,NA,NA
7995,53,398,530200,180900,NA,NA
7996,53,399,530500,175700,NA,NA
7997,53,400,530500,174100,NA,NA
7998,53,403,522200,195400,NA,NA
7999,53,407,531800,213700,NA,NA
8000,53,410,531100,210500,NA,NA
8001,53,413,512600,224600,NA,NA
8002,53,414,520300,224400,NA,NA
8003,53,415,515800,225900,NA,NA
8004,53,419,523100,215600,NA,NA
8005,53,422,523800,211200,NA,NA
8006,53,423,530300,172800,NA,NA
8007,53,424,530200,171800,NA,NA
8008,53,425,530600,164300,NA,NA
8009,53,426,530500,161600,NA,NA
8010,53,428,531000,154600,NA,NA
8011,53,429,531100,143100,NA,NA
8012,53,430,524700,191900,NA,NA
8013,53,431,524900,190000,NA,NA
8014,53,432,525100,185500,NA,NA
8015,53,433,522300,230300,NA,NA
8016,53,440,525900,170300,NA,NA
8017,53,444,530200,160400,NA,NA
8018,53,446,530100,153300,NA,NA
8019,53,449,530400,144900,NA,NA
8020,53,451,530200,142200,NA,NA
8021,53,452,521900,225700,NA,NA
8022,53,453,521800,224500,NA,NA
8023,53,462,522900,204300,NA,NA
8024,53,467,523700,193300,NA,NA
8025,53,468,523500,191700,NA,NA
8026,53,469,523700,190300,NA,NA
8027,53,474,524700,175400,NA,NA
8028,53,480,525000,162500,NA,NA
8029,53,481,525100,161100,NA,NA
8030,53,485,525200,151800,NA,NA
8031,53,486,525200,150400,NA,NA
8032,53,504,512100,163000,NA,NA
8033,53,505,505300,173800,NA,NA
8034,53,507,502300,173300,NA,NA
8035,53,508,502600,175700,NA,NA
8036,53,509,503200,174200,NA,NA
8037,53,511,503700,171500,NA,NA
8038,53,516,501400,181900,NA,NA
8039,53,517,522300,205100,NA,NA
8040,53,518,524000,170700,NA,NA
8041,53,519,523800,170000,NA,NA
8042,53,520,524200,164000,NA,NA
8043,53,521,520200,202100,NA,NA
8044,53,522,524300,160900,NA,NA
8045,53,523,524200,160100,NA,NA
8046,53,524,524400,154200,NA,NA
8047,53,525,524100,153000,NA,NA
8048,53,526,520200,200600,NA,NA
8049,53,527,522400,193000,NA,NA
8050,53,528,524800,144900,NA,NA
8051,53,529,523300,181400,NA,NA
8052,53,530,524800,142000,NA,NA
8053,53,531,523500,181000,NA,NA
8054,53,532,524200,162800,NA,NA
8055,53,537,520400,221400,NA,NA
8056,53,540,520800,213500,NA,NA
8057,53,555,522800,180000,NA,NA
8058,53,558,522700,172600,NA,NA
8059,53,563,523500,160900,NA,NA
8060,53,564,523100,155600,NA,NA
8061,53,566,523700,152800,NA,NA
8062,53,567,523500,151400,NA,NA
8063,53,568,523400,150200,NA,NA
8064,53,570,523900,143200,NA,NA
8065,53,574,515400,225400,NA,NA
8066,53,582,520200,210300,NA,NA
8067,53,594,522000,181800,NA,NA
8068,53,601,512000,191600,NA,NA
8069,53,602,510200,193600,NA,NA
8070,53,608,511100,224200,NA,NA
8071,53,623,503000,225800,NA,NA
8072,53,624,502500,224500,NA,NA
8073,53,626,500400,204900,NA,NA
8074,53,628,522500,160900,NA,NA
8075,53,629,522400,160200,NA,NA
8076,53,630,522600,154500,NA,NA
8077,53,631,522400,153200,NA,NA
8078,53,632,523100,151300,NA,NA
8079,53,634,523200,144800,NA,NA
8080,53,635,515300,214200,NA,NA
8081,53,636,515300,212800,NA,NA
8082,53,638,521500,170100,NA,NA
8083,53,639,521200,165200,NA,NA
8084,53,641,521500,162200,NA,NA
8085,53,642,521700,161400,NA,NA
8086,53,643,521600,155400,NA,NA
8087,53,646,521800,151300,NA,NA
8088,53,648,522000,144800,NA,NA
8089,53,649,512900,232700,NA,NA
8090,53,660,514700,210300,NA,NA
8091,53,673,520300,175900,NA,NA
8092,53,674,520500,174800,NA,NA
8093,53,681,520800,161400,NA,NA
8094,53,682,520800,155500,NA,NA
8095,53,683,521000,154200,NA,NA
8096,53,684,521000,152300,NA,NA
8097,53,685,520800,151400,NA,NA
8098,53,686,521300,150300,NA,NA
8099,53,687,521200,144500,NA,NA
8100,53,693,512400,223100,NA,NA
8101,53,695,512900,220300,NA,NA
8102,53,696,513000,215400,NA,NA
8103,53,697,513000,213500,NA,NA
8104,53,698,513100,212500,NA,NA
8105,53,699,513600,211000,NA,NA
8106,53,700,513800,205800,NA,NA
8107,53,706,501900,162500,NA,NA
8108,53,708,501400,164700,NA,NA
8109,53,716,515600,171300,NA,NA
8110,53,721,520100,160900,NA,NA
8111,53,722,515900,155300,NA,NA
8112,53,724,520100,152100,NA,NA
8113,53,725,520100,150900,NA,NA
8114,53,730,511000,234000,NA,NA
8115,53,731,511300,225600,NA,NA
8116,53,737,512400,213100,NA,NA
8117,53,742,513000,202100,NA,NA
8118,53,743,513000,201500,NA,NA
8119,53,746,513800,193000,NA,NA
8120,53,747,513600,191200,NA,NA
8121,53,753,514300,175400,NA,NA
8122,53,754,514500,173900,NA,NA
8123,53,758,514600,165000,NA,NA
8124,53,760,515000,162300,NA,NA
8125,53,761,515000,161000,NA,NA
8126,53,762,515300,154900,NA,NA
8127,53,763,515300,154100,NA,NA
8128,53,764,515100,152000,NA,NA
8129,53,765,515200,151300,NA,NA
8130,53,766,515600,145200,NA,NA
8131,53,767,515400,144400,NA,NA
8132,53,770,510400,232100,NA,NA
8133,53,786,512600,194500,NA,NA
8134,53,789,513300,190600,NA,NA
8135,53,791,513200,183300,NA,NA
8136,53,792,513100,183000,NA,NA
8137,53,793,513500,180500,NA,NA
8138,53,796,513400,172600,NA,NA
8139,53,797,513700,171100,NA,NA
8140,53,810,493600,190500,NA,NA
8141,53,812,493900,201600,NA,NA
8142,53,820,514300,154600,NA,NA
8143,53,821,510600,211500,NA,NA
8144,53,822,514100,154100,NA,NA
8145,53,823,511100,205300,NA,NA
8146,53,824,511400,203800,NA,NA
8147,53,825,514500,145300,NA,NA
8148,53,826,514300,144500,NA,NA
8149,53,827,511600,195100,NA,NA
8150,53,828,511600,194500,NA,NA
8151,53,831,512200,190900,NA,NA
8152,53,832,512200,185000,NA,NA
8153,53,834,512700,182700,NA,NA
8154,53,836,512700,175400,NA,NA
8155,53,837,512700,173900,NA,NA
8156,53,840,513300,165800,NA,NA
8157,53,842,513200,163000,NA,NA
8158,53,843,512900,161800,NA,NA
8159,53,844,513300,160700,NA,NA
8160,53,845,513100,155000,NA,NA
8161,53,846,513200,153900,NA,NA
8162,53,847,513200,152600,NA,NA
8163,53,854,505200,225800,NA,NA
8164,53,857,505400,222100,NA,NA
8165,53,859,505600,215200,NA,NA
8166,53,861,505600,213000,NA,NA
8167,53,862,505900,211200,NA,NA
8168,53,863,510800,210000,NA,NA
8169,53,864,510100,205000,NA,NA
8170,53,865,510100,203300,NA,NA
8171,53,866,510600,202000,NA,NA
8172,53,867,510800,201000,NA,NA
8173,53,868,510500,195400,NA,NA
8174,53,870,510900,192800,NA,NA
8175,53,878,512100,173700,NA,NA
8176,53,879,511700,172400,NA,NA
8177,53,880,511900,171400,NA,NA
8178,53,882,512500,164300,NA,NA
8179,53,885,512400,155800,NA,NA
8180,53,886,512400,154700,NA,NA
8181,53,887,512800,153900,NA,NA
8182,53,889,512800,150600,NA,NA
8183,53,892,503900,232600,NA,NA
8184,53,897,504300,221600,NA,NA
8185,53,904,505700,204300,NA,NA
8186,53,906,505600,202600,NA,NA
8187,53,908,505900,194700,NA,NA
8188,53,913,510300,184400,NA,NA
8189,53,917,511000,175700,NA,NA
8190,53,923,511600,162600,NA,NA
8191,53,924,511600,161500,NA,NA
8192,53,926,511800,154800,NA,NA
8193,53,927,511600,153000,NA,NA
8194,53,928,511800,152000,NA,NA
8195,53,929,512100,150700,NA,NA
8196,53,932,503000,232000,NA,NA
8197,53,933,503100,231400,NA,NA
8198,53,935,503100,224500,NA,NA
8199,53,936,503500,223300,NA,NA
8200,53,937,503800,221600,NA,NA
8201,53,942,504100,210700,NA,NA
8202,53,943,504500,205500,NA,NA
8203,53,945,505000,203000,NA,NA
8204,53,947,505100,200200,NA,NA
8205,53,948,505200,195000,NA,NA
8206,53,954,505600,183000,NA,NA
8207,53,956,505700,180000,NA,NA
8208,53,957,510200,174800,NA,NA
8209,53,958,510300,173100,NA,NA
8210,53,959,510200,172400,NA,NA
8211,53,968,510800,152200,NA,NA
8212,53,971,502100,231700,NA,NA
8213,53,976,502600,221500,NA,NA
8214,53,977,502900,220500,NA,NA
8215,53,980,503300,212400,NA,NA
8216,53,985,504200,201300,NA,NA
8217,53,986,504100,195900,NA,NA
8218,53,987,504500,194600,NA,NA
8219,53,988,504300,193200,NA,NA
8220,53,991,504800,185600,NA,NA
8221,53,992,504800,184500,NA,NA
8222,53,994,505200,181400,NA,NA
8223,53,995,505100,180100,NA,NA
8224,53,998,505500,172400,NA,NA
8225,53,1001,505300,164200,NA,NA
8226,53,1006,510100,153200,NA,NA
8227,53,1009,501400,231600,NA,NA
8228,53,1013,501900,223100,NA,NA
8229,53,1014,501900,221700,NA,NA
8230,53,1015,502200,215600,NA,NA
8231,53,1016,502000,214600,NA,NA
8232,53,1017,502400,213500,NA,NA
8233,53,1023,502100,201000,NA,NA
8234,53,1035,504300,172900,NA,NA
8235,53,1036,504300,171500,NA,NA
8236,53,1039,504900,164200,NA,NA
8237,53,1041,505100,161700,NA,NA
8238,53,1044,505200,153100,NA,NA
8239,53,1048,501200,223800,NA,NA
8240,53,1050,501200,221200,NA,NA
8241,53,1051,501100,220000,NA,NA
8242,53,1052,501600,214200,NA,NA
8243,53,1053,501300,213400,NA,NA
8244,53,1055,501700,210200,NA,NA
8245,53,1060,502600,200200,NA,NA
8246,53,1063,502800,191700,NA,NA
8247,53,1064,503000,190700,NA,NA
8248,53,1066,503500,183700,NA,NA
8249,53,1067,503300,182200,NA,NA
8250,53,1068,503200,181100,NA,NA
8251,53,1069,503200,180000,NA,NA
8252,53,1075,504000,163200,NA,NA
8253,53,1076,503900,162200,NA,NA
8254,53,1077,504100,161200,NA,NA
8255,53,1078,504200,155200,NA,NA
8256,53,1092,501700,200700,NA,NA
8257,53,1093,501400,195600,NA,NA
8258,53,1095,502000,193300,NA,NA
8259,53,1103,503000,174100,NA,NA
8260,53,1111,495200,221500,NA,NA
8261,53,1116,500100,211400,NA,NA
8262,53,1124,501000,192900,NA,NA
8263,53,1127,501500,185200,NA,NA
8264,53,1129,501300,182000,NA,NA
8265,53,1131,501300,175600,NA,NA
8266,53,1132,501800,172700,NA,NA
8267,53,1134,502300,165000,NA,NA
8268,53,1136,502200,162400,NA,NA
8269,53,1137,494500,223900,NA,NA
8270,53,1138,494100,222600,NA,NA
8271,53,1139,494300,221600,NA,NA
8272,53,1145,495400,205700,NA,NA
8273,53,1151,500100,193500,NA,NA
8274,53,1152,500300,192600,NA,NA
8275,53,1153,5e+05,191500,NA,NA
8276,53,1154,500400,185900,NA,NA
8277,53,1155,500400,184300,NA,NA
8278,53,1156,500700,183000,NA,NA
8279,53,1161,501300,164500,NA,NA
8280,53,1162,501400,163700,NA,NA
8281,53,1171,494500,203900,NA,NA
8282,53,1173,494800,201600,NA,NA
8283,53,1184,492500,223900,NA,NA
8284,53,1185,492700,222100,NA,NA
8285,53,1187,493100,220100,NA,NA
8286,53,1188,492800,214500,NA,NA
8287,53,1191,493300,211300,NA,NA
8288,53,1192,493400,205700,NA,NA
8289,53,1199,494100,192000,NA,NA
8290,53,1201,494600,190200,NA,NA
8291,53,1204,491700,222700,NA,NA
8292,53,1205,492000,220800,NA,NA
8293,53,1208,493100,205300,NA,NA
8294,53,1209,492900,204200,NA,NA
8295,53,1210,493000,202800,NA,NA
8296,53,1212,493100,200500,NA,NA
8297,53,1213,493200,195100,NA,NA
8298,53,1216,493700,190500,NA,NA
8299,53,1217,493700,185100,NA,NA
8300,53,1218,490600,224500,NA,NA
8301,53,1220,491200,222300,NA,NA
8302,53,1224,492800,191000,NA,NA
8303,53,1277,494300,223000,NA,NA
8304,53,1371,513000,190300,NA,NA
8305,53,1378,513900,185100,NA,NA
8306,53,1391,514300,194800,NA,NA
8307,53,1439,522700,194400,NA,NA
8308,53,1446,523700,193200,NA,NA
8309,53,2001,512800,175500,NA,NA
8310,53,2002,502000,215800,NA,NA
8311,53,2003,503800,185200,NA,NA
8312,53,2101,503900,183000,NA,NA
8313,53,2102,535500,195200,NA,NA
8314,53,2201,494000,185600,NA,NA
8315,53,2202,493200,200200,NA,NA
8316,53,2203,494200,224200,NA,NA
8317,53,2204,494900,223000,NA,NA
8318,53,2205,501300,214300,NA,NA
8319,53,2206,531400,164400,NA,NA
8320,53,2207,530000,155900,NA,NA
8321,53,2208,533800,150800,NA,NA
8322,53,2209,535800,161100,NA,NA
8323,53,2302,492800,214500,NA,NA
8324,53,2401,530600,161400,NA,NA
8325,53,2402,530000,153100,NA,NA
8326,53,2403,514500,161100,NA,NA
8327,53,2404,512200,154100,NA,NA
8328,53,2405,502900,220700,NA,NA
8329,53,2501,531500,212000,NA,NA
8330,53,3037,493500,222700,NA,NA
8331,53,3113,512500,154900,NA,NA
8332,53,3147,514800,164700,NA,NA
8333,53,3211,520600,231000,NA,NA
8334,53,3219,525800,163000,NA,NA
8335,53,3227,531000,152000,NA,NA
8336,53,3290,533500,180300,NA,NA
8337,53,3365,542800,174400,NA,NA
8338,53,3378,495300,192500,NA,NA
8339,53,3379,500500,184700,NA,NA
8340,53,3380,495000,212500,NA,NA
8341,53,3383,495900,212700,NA,NA
8342,53,3384,495300,221900,NA,NA
8343,53,3385,503100,163600,NA,NA
8344,53,3386,502800,171600,NA,NA
