CountryCode,CountryName,Site,Lat,Lon
60,SI,site_num_4,46,14.2
60,SI,site_num_5,45,14.5
60,SI,site_num_6,46,15
60,SI,site_num_7,46,15.2
60,SI,site_num_8,46,15.34
60,SI,site_num_9,45,14.2
60,SI,site_num_10,45.5,15
60,SI,site_num_11,46,16
60,SI,site_num_12,46,15.2
63,BG,site_num_1,42,23
63,BG,site_num_1,42,23.5
63,BG,site_num_2,43,27.2
63,BG,site_num_3,42,23.6
63,BG,site_num_4,42.5,27
63,BG,site_num_5,41,24
64,LV,site_num_5,56,23
64,LV,site_num_5,56,23.5
66,CY,site_num_101,35,33
66,CY,site_num_101,35,33.5
66,CY,site_num_102,34.5,32.2
67,CS,site_num_1,43,20.5
67,CS,site_num_1,43,21
67,CS,site_num_2,43,20
67,CS,site_num_4,44,21.5
67,CS,site_num_5,43,19.2
67,CS,site_num_3,43,19.5
